date,time,location,latitude,longitude,crime_type,severity,district
2024-01-15,11:21,"605 Inner Ring Road, Thiruvananthapuram",8.5637,76.9788,Theft,Low,Government Quarter
2024-01-15,13:31,"629 Main Road, Bhopal",23.257,77.4323,Drug Trafficking,High,Shopping Complex
2024-01-15,16:20,"123 Outer Ring Road, Pimpri-Chinchwad",18.6624,73.8069,Causing Hurt,Medium,Shopping Complex
2024-01-15,17:29,"667 Beach Road, Amritsar",31.6424,74.8623,Grievous Hurt,Low,Market Area
2024-01-15,17:58,"227 Raj Path, Jaipur",26.8684,75.8161,Burglary,High,Residential Area
2024-01-15,22:33,"531 Mall Road, Bangalore",13.0215,77.5751,Assault,High,Bus Terminal Area
2024-01-15,23:00,"993 Mall Road, Hyderabad",17.3736,78.51,Arms Act,Medium,IT Hub
2024-01-16,13:17,"554 Circle, Jodhpur",26.2582,72.9986,House Breaking,Medium,Government Quarter
2024-01-16,16:55,"424 Residency Road, Indore",22.7126,75.8965,Kidnapping,High,Financial District
2024-01-16,18:09,"729 Civil Lines, Bangalore",12.9344,77.5864,Drug Trafficking,Medium,Airport Area
2024-01-16,18:35,"901 Mall Road, Visakhapatnam",17.705,83.2672,Causing Hurt,Medium,South
2024-01-16,19:48,"601 Church Street, Kalyan-Dombivli",19.2154,73.161,Economic Offence,Medium,Hospital Area
2024-01-16,20:46,"844 Inner Ring Road, Nashik",19.9741,73.753,Forgery,Medium,New Town
2024-01-16,21:46,"182 Circle, Gwalior",26.2512,78.2117,SC/ST Atrocity,Medium,Government Quarter
2024-01-17,10:10,"742 Station Road, Nagpur",21.0962,79.0904,Missing Person,Low,Bus Terminal Area
2024-01-17,12:19,"685 Cantonment, Mumbai",19.0335,72.8985,Vandalism,Low,Suburban
2024-01-17,12:21,"432 Gandhi Nagar, Kalyan-Dombivli",19.2373,73.1529,Theft,Low,Government Quarter
2024-01-17,14:08,"982 Inner Ring Road, Chennai",13.0898,80.2404,Unlawful Assembly,Medium,Railway Station Area
2024-01-17,14:11,"164 Linking Road, Vasai-Virar",19.453,72.8559,Forgery,Low,Central
2024-01-17,15:18,"212 SV Road, Chandigarh",30.7209,76.7875,Corruption,Low,South
2024-01-17,16:18,"900 Hill Road, Visakhapatnam",17.7068,83.2067,Grievous Hurt,Low,West
2024-01-17,16:25,"88 Station Road, Ghaziabad",28.6964,77.4384,Juvenile Crime,Low,South
2024-01-17,16:50,"116 Express Highway, Jamshedpur",22.8522,86.2344,Counterfeiting,Low,IT Hub
2024-01-17,20:01,"685 Church Street, Gwalior",26.2085,78.1458,Assault,High,Downtown
2024-01-18,06:49,"991 Market Street, Gwalior",26.2019,78.1527,Extortion,Medium,IT Hub
2024-01-18,07:18,"903 Express Highway, Gwalior",26.202,78.2017,Kidnapping,High,Airport Area
2024-01-18,14:59,"426 River Road, Jodhpur",26.288,73.0727,Cybercrime,Medium,Central
2024-01-18,17:05,"655 Mall Road, Gwalior",26.2089,78.195,Human Trafficking,Critical,Market Area
2024-01-18,18:23,"427 Hill Road, Madurai",9.8766,78.1362,Mischief,Low,Shopping Complex
2024-01-19,16:50,"788 Residency Road, Imphal",24.78,93.9667,Cheating,Medium,Airport Area
2024-01-19,21:33,"919 Market Street, Lucknow",26.8125,80.8977,Motor Vehicle Theft,Medium,South
2024-01-19,21:48,"565 Church Street, Coimbatore",10.9831,76.9112,Arms Act,High,Bus Terminal Area
2024-01-20,12:57,"793 Park Street, Rajkot",22.346,70.8449,Cheating,Low,Old City
2024-01-20,16:30,"970 Nehru Street, Amritsar",31.6433,74.9175,Grievous Hurt,Low,Shopping Complex
2024-01-20,16:40,"40 Cantonment, Faridabad",28.4102,77.3628,Mischief,Medium,Central
2024-01-21,11:16,"513 Cantonment, Ahmedabad",22.9882,72.5916,Honor Killing,High,New Town
2024-01-21,12:43,"295 Park Street, Faridabad",28.4113,77.2913,Eve Teasing,Low,Commercial District
2024-01-21,13:39,"145 River Road, Thane",19.225,73.0104,Assault,High,New Town
2024-01-21,18:06,"684 Inner Ring Road, Raipur",21.2138,81.6307,Mischief,Medium,Downtown
2024-01-21,18:23,"308 Nehru Street, Udaipur",24.5692,73.7304,Assault,Medium,Industrial Area
2024-01-22,06:54,"197 Main Road, Ranchi",23.3906,85.2731,Forgery,Low,Commercial District
2024-01-22,11:36,"347 Outer Ring Road, Thane",19.2661,72.9951,Juvenile Crime,Low,University Area
2024-01-22,13:04,"430 Inner Ring Road, Madurai",9.9269,78.1285,Motor Vehicle Theft,Low,Central
2024-01-22,14:25,"904 State Highway, Kolkata",22.5423,88.3223,House Breaking,Low,New Town
2024-01-22,15:47,"9 Beach Road, Gwalior",26.1769,78.1535,Assault,Medium,Old City
2024-01-22,16:09,"377 Beach Road, Amritsar",31.6637,74.9184,Fraud,Low,Bus Terminal Area
2024-01-22,17:20,"365 River Road, Ahmedabad",22.9733,72.6103,Motor Vehicle Theft,Medium,Shopping Complex
2024-01-22,23:03,"404 Circle, Visakhapatnam",17.6387,83.1893,Vandalism,Low,Downtown
2024-01-23,14:36,"177 Hill Road, Ranchi",23.3053,85.2804,Criminal Intimidation,Low,Central
2024-01-23,15:15,"250 State Highway, Tiruchirappalli",10.7694,78.6866,Vandalism,Low,South
2024-01-23,15:41,"275 Park Street, Agra",27.1717,77.9715,Mischief,Medium,Commercial District
2024-01-23,17:20,"5 Beach Road, Udaipur",24.5429,73.6797,Arms Act,Low,Railway Station Area
2024-01-23,19:42,"929 Residency Road, Tiruchirappalli",10.7622,78.6756,Counterfeiting,Medium,Residential Area
2024-01-23,21:02,"119 MG Road, Varanasi",25.3064,83.0104,Missing Person,Medium,Residential Area
2024-01-23,21:05,"779 State Highway, Varanasi",25.2832,82.9643,Rape,Critical,New Town
2024-01-24,10:07,"869 Beach Road, Kanpur",26.4892,80.3423,Honor Killing,High,Railway Station Area
2024-01-24,13:58,"697 Church Street, Rajkot",22.3456,70.8404,Forgery,Medium,Market Area
2024-01-24,16:09,"640 Outer Ring Road, Thane",19.2337,72.94,Economic Offence,High,Railway Station Area
2024-01-24,17:23,"579 LBS Road, Guwahati",26.1634,91.699,Motor Vehicle Theft,Low,South
2024-01-24,18:26,"74 Park Street, Chennai",13.0933,80.2333,Burglary,Medium,University Area
2024-01-24,20:57,"586 Outer Ring Road, Tiruchirappalli",10.831,78.7525,Domestic Violence,Medium,Downtown
2024-01-24,22:22,"737 Station Road, Hyderabad",17.3891,78.4831,Robbery,High,IT Hub
2024-01-24,23:10,"454 Outer Ring Road, Vasai-Virar",19.5265,72.8707,Eve Teasing,Low,Suburban
2024-01-25,13:27,"83 State Highway, Bhubaneswar",20.304,85.7932,Attempt to Murder,High,Suburban
2024-01-25,14:53,"544 Civil Lines, Jaipur",26.865,75.7496,Acid Attack,High,Mall Area
2024-01-25,15:31,"608 Civil Lines, Pimpri-Chinchwad",18.6563,73.8263,Theft,Medium,Hospital Area
2024-01-25,16:14,"673 Market Street, Salem",11.6528,78.1153,Juvenile Crime,Low,Railway Station Area
2024-01-26,07:06,"746 Beach Road, Kochi",9.9522,76.2461,Extortion,High,Shopping Complex
2024-01-26,10:03,"336 Linking Road, Hyderabad",17.4175,78.4955,Forgery,Medium,Shopping Complex
2024-01-26,12:40,"354 Nehru Street, Lucknow",26.8178,80.9696,Counterfeiting,Low,Hospital Area
2024-01-26,14:46,"429 Church Street, Udaipur",24.5857,73.7095,Land Dispute,Medium,Mall Area
2024-01-26,15:51,"596 Market Street, Thane",19.191,72.937,House Breaking,Low,Hospital Area
2024-01-26,16:53,"747 Circle, Kota",25.2072,75.8576,Robbery,Medium,North
2024-01-26,18:45,"905 Station Road, Chandigarh",30.6957,76.7899,Child Abuse,Medium,Railway Station Area
2024-01-26,20:31,"370 Cross Road, Vadodara",22.319,73.2286,Dacoity,Low,Shopping Complex
2024-01-26,22:30,"159 Outer Ring Road, Haridwar",29.9478,78.1546,Dishonor of Cheque,High,Government Quarter
2024-01-27,01:35,"356 Linking Road, Salem",11.6289,78.1695,Cheating,Low,Downtown
2024-01-27,07:48,"119 Market Street, Tiruchirappalli",10.7673,78.7152,Cheating,High,New Town
2024-01-27,10:37,"475 Linking Road, Ahmedabad",22.973,72.5596,IT Act Violation,Medium,Bus Terminal Area
2024-01-27,11:06,"354 Park Street, Jabalpur",23.141,79.9425,Theft,Low,Market Area
2024-01-27,12:07,"500 LBS Road, Nagpur",21.1214,79.0439,Narcotic Drugs Act,Medium,Bus Terminal Area
2024-01-27,14:25,"533 Brigade Road, Madurai",9.9219,78.1345,Kidnapping,High,Bus Terminal Area
2024-01-27,16:49,"676 Nehru Street, Guwahati",26.1731,91.7632,Grievous Hurt,Low,Commercial District
2024-01-27,18:04,"917 Outer Ring Road, Madurai",9.8802,78.0955,Assault,Medium,University Area
2024-01-27,20:48,"953 Beach Road, Meerut",28.9924,77.7563,Robbery,Medium,Government Quarter
2024-01-28,13:17,"187 Park Street, Surat",21.1292,72.8806,Cybercrime,Medium,Market Area
2024-01-28,19:40,"152 Market Street, Hyderabad",17.3872,78.4731,House Breaking,High,West
2024-01-28,20:29,"10 Inner Ring Road, Dehradun",30.3381,77.9867,Cheating,Medium,Old City
2024-01-28,23:14,"960 Park Street, Nashik",19.9719,73.7399,Vandalism,Low,North
2024-01-29,08:04,"465 State Highway, Ghaziabad",28.6349,77.4373,Assault,High,University Area
2024-01-29,11:19,"842 MG Road, Haridwar",29.9608,78.1298,Robbery,Medium,Hospital Area
2024-01-29,12:51,"689 Hill Road, Surat",21.1856,72.8693,Kidnapping,Critical,Government Quarter
2024-01-29,14:07,"558 Cantonment, Agra",27.201,78.0153,Vandalism,Low,Hospital Area
2024-01-29,14:52,"916 Commercial Street, Amritsar",31.6722,74.9032,SC/ST Atrocity,Medium,University Area
2024-01-29,15:31,"877 SV Road, Nagpur",21.163,79.1036,Grievous Hurt,High,North
2024-01-29,18:58,"175 Residency Road, Dehradun",30.282,77.9898,Kidnapping,High,Airport Area
2024-01-29,20:27,"185 Inner Ring Road, Kolkata",22.5657,88.4134,IT Act Violation,Medium,Residential Area
2024-01-29,20:35,"137 Inner Ring Road, Kanpur",26.4383,80.3439,Cybercrime,Medium,Old City
2024-01-29,22:00,"223 Residency Road, Thane",19.1773,72.9296,Forgery,Low,IT Hub
2024-01-30,13:53,"682 Cross Road, Cuttack",20.4269,85.8696,Cybercrime,Medium,Airport Area
2024-01-30,14:25,"908 Cross Road, Bangalore",12.9298,77.622,Dacoity,Medium,Hospital Area
2024-01-30,15:56,"454 Cantonment, Vasai-Virar",19.5161,72.8313,Forgery,Low,Downtown
2024-01-31,11:04,"763 Park Street, Kolkata",22.5878,88.3992,Rape,High,North
2024-01-31,11:23,"588 Lake Road, Visakhapatnam",17.6454,83.2358,Drug Trafficking,High,East
2024-01-31,16:02,"649 Cantonment, Kochi",9.9253,76.2649,House Breaking,Medium,IT Hub
2024-02-01,10:47,"388 Beach Road, Faridabad",28.3676,77.2726,Cybercrime,High,University Area
2024-02-01,10:50,"994 Cross Road, Pimpri-Chinchwad",18.599,73.8175,Unlawful Assembly,Medium,Shopping Complex
2024-02-01,13:42,"207 Express Highway, Kolkata",22.5376,88.3212,Robbery,Medium,Industrial Area
2024-02-01,15:36,"662 Church Street, Lucknow",26.8064,80.933,Vandalism,Low,IT Hub
2024-02-01,16:41,"166 SV Road, Meerut",29.0224,77.7346,Mischief,Medium,Market Area
2024-02-01,18:01,"343 Lake Road, Madurai",9.9079,78.1277,Rioting,Low,Hospital Area
2024-02-01,20:05,"142 Civil Lines, Raipur",21.2651,81.5892,Theft,Medium,Old City
2024-02-02,07:30,"253 National Highway, Dehradun",30.3297,78.0493,Arms Act Violation,Critical,IT Hub
2024-02-02,12:49,"952 SV Road, Dehradun",30.2692,77.9904,Criminal Intimidation,Low,Bus Terminal Area
2024-02-02,12:58,"999 Inner Ring Road, Salem",11.6423,78.1441,Cybercrime,High,Downtown
2024-02-02,16:33,"299 Main Road, Coimbatore",11.0545,76.9462,Robbery,Medium,University Area
2024-02-03,11:51,"769 SV Road, Jodhpur",26.284,72.9991,Forgery,Low,Hospital Area
2024-02-03,14:29,"81 Inner Ring Road, Salem",11.6268,78.1882,Cybercrime,Medium,Residential Area
2024-02-03,17:31,"826 Hill Road, Raipur",21.2604,81.6516,Counterfeiting,High,Mall Area
2024-02-04,09:49,"273 Nehru Street, Ranchi",23.3664,85.3488,Forgery,Low,South
2024-02-04,11:58,"720 MG Road, Kanpur",26.4951,80.315,Criminal Intimidation,Low,Shopping Complex
2024-02-04,14:04,"970 Civil Lines, Kanpur",26.491,80.3225,Grievous Hurt,Low,Shopping Complex
2024-02-04,15:09,"46 Raj Path, Indore",22.7417,75.8346,Forgery,Low,Old City
2024-02-04,16:24,"144 Market Street, Agra",27.223,77.9896,Economic Offence,Low,Commercial District
2024-02-04,18:35,"701 Mall Road, Varanasi",25.331,83.0146,Cheating,Low,Mall Area
2024-02-04,20:11,"931 Cantonment, Tirunelveli",8.7343,77.7563,Theft,High,Central
2024-02-05,10:50,"195 Cantonment, Tiruchirappalli",10.8067,78.7034,IT Act Violation,Medium,Suburban
2024-02-05,11:33,"46 Nehru Street, Jamshedpur",22.8216,86.1704,Narcotic Drugs Act,Low,Government Quarter
2024-02-05,12:06,"532 Mall Road, Nashik",19.9716,73.8095,Dacoity,Low,Commercial District
2024-02-05,12:29,"65 Lake Road, Gwalior",26.2347,78.1686,Criminal Intimidation,Low,Airport Area
2024-02-05,14:45,"909 LBS Road, Jabalpur",23.2067,79.9446,IT Act Violation,Low,New Town
2024-02-05,20:01,"240 Raj Path, Raipur",21.3004,81.5898,Mischief,Low,South
2024-02-05,22:45,"593 Outer Ring Road, Chandigarh",30.7239,76.7682,Dishonor of Cheque,Low,Central
2024-02-06,09:03,"575 Market Street, Nashik",19.9708,73.7838,Corruption,Low,Railway Station Area
2024-02-06,11:28,"72 Commercial Street, Dehradun",30.343,78.035,Assault,Medium,Industrial Area
2024-02-06,13:34,"647 Hill Road, Udaipur",24.6014,73.7288,Dishonor of Cheque,Low,South
2024-02-06,16:12,"445 Nehru Street, Udaipur",24.5789,73.6718,Causing Hurt,Low,Railway Station Area
2024-02-06,17:26,"548 Cantonment, Patna",25.5506,85.109,Arson,High,South
2024-02-06,20:08,"68 Linking Road, Dehradun",30.3525,78.057,Counterfeiting,High,New Town
2024-02-07,10:46,"937 Church Street, Gwalior",26.195,78.147,Corruption,Medium,South
2024-02-07,12:07,"813 SV Road, Faridabad",28.41,77.2973,Fraud,Medium,Financial District
2024-02-07,17:56,"747 Station Road, Pune",18.4875,73.8206,Honor Killing,Critical,Downtown
2024-02-07,18:06,"337 Gandhi Nagar, Meerut",29.0113,77.6763,Arson,Low,Old City
2024-02-07,20:38,"871 Main Road, Udaipur",24.6219,73.6866,Fraud,Low,Government Quarter
2024-02-07,21:56,"817 Commercial Street, Dehradun",30.3543,78.0347,IT Act Violation,Medium,Airport Area
2024-02-08,05:14,"461 MG Road, Indore",22.7101,75.8838,Theft,Medium,Commercial District
2024-02-09,11:56,"88 Raj Path, Agra",27.1732,78.0162,Corruption,Low,Residential Area
2024-02-09,16:17,"382 Express Highway, Gwalior",26.238,78.1521,Domestic Violence,Medium,Shopping Complex
2024-02-09,16:52,"714 Civil Lines, Vadodara",22.3173,73.1823,Cybercrime,Medium,Bus Terminal Area
2024-02-09,17:06,"498 Hill Road, Hyderabad",17.4083,78.4967,Child Abuse,Medium,University Area
2024-02-10,16:12,"138 Civil Lines, Delhi",28.723,77.0883,Vandalism,Low,North
2024-02-10,16:27,"716 Express Highway, Varanasi",25.3061,82.9898,IT Act Violation,Medium,East
2024-02-11,12:28,"346 Residency Road, Vasai-Virar",19.5371,72.8361,Motor Vehicle Theft,Low,Shopping Complex
2024-02-11,15:39,"421 Station Road, Udaipur",24.6313,73.6684,Vandalism,Low,West
2024-02-11,18:15,"245 Residency Road, Jodhpur",26.2218,73.0391,Property Dispute,Medium,Financial District
2024-02-11,19:31,"91 Outer Ring Road, Patna",25.5573,85.1511,Honor Killing,High,Suburban
2024-02-11,19:32,"37 Cantonment, Tirunelveli",8.7278,77.7795,Unlawful Assembly,Low,Commercial District
2024-02-12,12:19,"994 Civil Lines, Mumbai",19.0894,72.8492,IT Act Violation,Medium,West
2024-02-12,13:52,"805 Church Street, Cuttack",20.4393,85.8534,SC/ST Atrocity,Low,New Town
2024-02-12,14:04,"532 Raj Path, Vadodara",22.265,73.1528,Dishonor of Cheque,Medium,East
2024-02-13,09:00,"52 Civil Lines, Jaipur",26.866,75.7581,Cybercrime,Medium,Mall Area
2024-02-13,13:40,"942 Commercial Street, Chennai",13.1068,80.2365,Causing Hurt,Low,Hospital Area
2024-02-13,15:36,"482 Commercial Street, Delhi",28.6844,77.0725,Forgery,High,Market Area
2024-02-13,15:36,"638 Church Street, Ludhiana",30.89,75.8912,Grievous Hurt,Low,Downtown
2024-02-14,06:55,"387 Park Street, Surat",21.2116,72.7857,Child Abuse,Medium,Bus Terminal Area
2024-02-14,10:00,"252 Market Street, Kolkata",22.5394,88.3766,House Breaking,Medium,Hospital Area
2024-02-14,12:59,"416 Commercial Street, Haridwar",29.926,78.1387,Arms Act Violation,Critical,Central
2024-02-14,15:23,"591 Church Street, Rajkot",22.29,70.7653,Property Dispute,Low,Airport Area
2024-02-14,16:41,"105 Main Road, Mumbai",19.0622,72.9133,IT Act Violation,Medium,West
2024-02-14,21:33,"176 Park Street, Madurai",9.8944,78.1437,Grievous Hurt,High,Old City
2024-02-14,21:48,"347 Hill Road, Ludhiana",30.8643,75.8425,Assault,Medium,Hospital Area
2024-02-15,10:00,"501 Nehru Street, Surat",21.2036,72.8261,Motor Vehicle Theft,Medium,Shopping Complex
2024-02-15,10:56,"24 Market Street, Jabalpur",23.2298,80.0181,Corruption,Low,IT Hub
2024-02-15,11:21,"657 Express Highway, Imphal",24.8134,93.9712,Counterfeiting,Low,Market Area
2024-02-15,15:28,"492 SV Road, Nashik",20.034,73.7616,Arson,Low,Shopping Complex
2024-02-16,10:51,"386 Market Street, Varanasi",25.3616,82.9619,Defamation,Low,Shopping Complex
2024-02-16,13:33,"8 Civil Lines, Kanpur",26.451,80.3291,House Breaking,Medium,Financial District
2024-02-16,17:30,"868 State Highway, Gwalior",26.1843,78.2053,Dacoity,Medium,West
2024-02-17,16:03,"56 Cantonment, Thiruvananthapuram",8.5679,76.9047,Vandalism,Medium,Residential Area
2024-02-17,16:17,"9 Express Highway, Madurai",9.9008,78.0838,Burglary,Medium,Downtown
2024-02-17,18:57,"240 State Highway, Madurai",9.8888,78.0744,Theft,Medium,New Town
2024-02-18,12:03,"405 Church Street, Jabalpur",23.1969,80.0204,Arms Act Violation,High,South
2024-02-18,13:17,"590 Inner Ring Road, Vasai-Virar",19.522,72.8061,IT Act Violation,Low,Hospital Area
2024-02-18,16:37,"38 LBS Road, Udaipur",24.6085,73.7624,Assault,High,Market Area
2024-02-18,17:06,"929 Outer Ring Road, Patna",25.5663,85.1381,Arson,Low,Commercial District
2024-02-18,17:23,"524 Nehru Street, Varanasi",25.3097,82.9247,Theft,Medium,University Area
2024-02-19,08:20,"657 State Highway, Varanasi",25.3371,83.0001,Vandalism,Low,Downtown
2024-02-19,12:38,"425 Inner Ring Road, Kolkata",22.5885,88.3994,Corruption,High,Hospital Area
2024-02-19,12:55,"876 Express Highway, Bhopal",23.3041,77.4141,Arms Act Violation,Critical,Hospital Area
2024-02-19,19:39,"5 Cross Road, Nagpur",21.1408,79.0812,Grievous Hurt,Medium,Suburban
2024-02-19,20:06,"964 River Road, Tiruchirappalli",10.8025,78.721,Murder,High,Central
2024-02-20,08:07,"264 Raj Path, Nashik",19.9726,73.755,Grievous Hurt,Low,Downtown
2024-02-20,09:31,"910 Cantonment, Coimbatore",11.0588,76.9179,Fraud,Low,IT Hub
2024-02-20,12:55,"661 Main Road, Pune",18.5036,73.8513,Honor Killing,Critical,West
2024-02-20,15:19,"456 Civil Lines, Jaipur",26.9203,75.7981,Assault,Medium,Hospital Area
2024-02-20,15:38,"186 Cantonment, Mumbai",19.0427,72.9066,Extortion,Medium,Commercial District
2024-02-20,17:52,"587 Civil Lines, Tiruchirappalli",10.8211,78.7257,Burglary,High,Downtown
2024-02-20,17:56,"158 Lake Road, Kanpur",26.4514,80.3083,Dishonor of Cheque,High,New Town
2024-02-20,18:01,"810 Raj Path, Pune",18.5188,73.8635,Arson,High,Financial District
2024-02-20,19:48,"143 Lake Road, Faridabad",28.4009,77.2702,Fraud,Low,Old City
2024-02-21,05:38,"302 SV Road, Nagpur",21.1734,79.1346,Burglary,High,Downtown
2024-02-21,15:00,"878 State Highway, Visakhapatnam",17.6994,83.1944,Cybercrime,Medium,Downtown
2024-02-21,16:27,"335 Residency Road, Jaipur",26.8874,75.8091,Vandalism,Low,University Area
2024-02-21,19:13,"811 Express Highway, Tirunelveli",8.6988,77.7809,Property Dispute,Low,IT Hub
2024-02-21,19:46,"904 Hill Road, Bangalore",13.0129,77.5621,Dacoity,Medium,Downtown
2024-02-22,06:36,"67 Express Highway, Bhubaneswar",20.3143,85.831,Vandalism,Low,West
2024-02-22,11:11,"115 State Highway, Delhi",28.6614,77.1205,Juvenile Crime,Low,Mall Area
2024-02-22,15:45,"735 Linking Road, Salem",11.6844,78.1774,Burglary,Low,Hospital Area
2024-02-22,16:56,"24 Inner Ring Road, Faridabad",28.444,77.3429,Mischief,Low,Commercial District
2024-02-22,17:20,"448 Linking Road, Visakhapatnam",17.734,83.2518,Theft,Low,East
2024-02-22,18:07,"312 Gandhi Nagar, Tirunelveli",8.6664,77.7788,Motor Vehicle Theft,Low,Hospital Area
2024-02-22,19:20,"906 Church Street, Nashik",20.038,73.7844,Causing Hurt,Low,Downtown
2024-02-22,22:40,"756 Nehru Street, Bhubaneswar",20.2615,85.8246,Domestic Violence,Medium,Downtown
2024-02-23,02:52,"626 Nehru Street, Guwahati",26.1543,91.7473,Burglary,Medium,West
2024-02-23,16:24,"966 Cantonment, Ghaziabad",28.6553,77.413,Fraud,High,Financial District
2024-02-23,16:32,"599 Park Street, Pimpri-Chinchwad",18.6196,73.7622,Theft,Medium,Downtown
2024-02-23,19:52,"301 MG Road, Kalyan-Dombivli",19.2792,73.1206,Causing Hurt,Medium,Bus Terminal Area
2024-02-24,10:28,"772 Inner Ring Road, Vasai-Virar",19.451,72.8426,Theft,Medium,University Area
2024-02-24,16:21,"479 MG Road, Tirunelveli",8.6842,77.7908,Arson,Medium,Shopping Complex
2024-02-24,16:38,"999 Residency Road, Chandigarh",30.77,76.7567,Missing Person,Low,Shopping Complex
2024-02-24,18:40,"757 National Highway, Surat",21.1802,72.8603,Arson,Medium,Residential Area
2024-02-24,21:20,"712 Inner Ring Road, Coimbatore",11.0557,76.9279,Burglary,Low,Old City
2024-02-24,21:39,"319 Hill Road, Rajkot",22.2687,70.7762,Robbery,High,Mall Area
